track_id,culture,audio_path,factor_energy,factor_brightness,factor_texture,factor_dynamics,factor_percussiveness,rms,zcr,centroid_hz,flatness,flux
ccmusic-database_erhu_playing_tech_00000004,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000004.wav,mid,bright,mixed,mixed,percussive,0.08751074969768524,0.1922687441110611,1728.8543701171875,0.1761426329612732,0.0650763213634491
ccmusic-database_erhu_playing_tech_00000005,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000005.wav,low,mid,mixed,dynamic,percussive,0.0298092570155859,0.16287215054035187,1622.11083984375,0.20675340294837952,0.09215743839740753
ccmusic-database_erhu_playing_tech_00000006,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000006.wav,mid,bright,tonal,stable,percussive,0.10545923560857773,0.20961132645606995,2163.787353515625,0.07907696068286896,0.026740141212940216
ccmusic-database_erhu_playing_tech_00000007,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000007.wav,mid,mid,mixed,dynamic,mixed,0.10195650905370712,0.11509323865175247,1405.846923828125,0.18828782439231873,0.09302251040935516
ccmusic-database_erhu_playing_tech_00000008,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000008.wav,low,bright,tonal,mixed,percussive,0.06218023970723152,0.2175590991973877,2173.803955078125,0.14871521294116974,0.06586737930774689
ccmusic-database_erhu_playing_tech_00000009,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000009.wav,low,mid,tonal,stable,percussive,0.02191111631691456,0.17116422951221466,1452.2711181640625,0.12190239131450653,0.021449057385325432
ccmusic-database_erhu_playing_tech_00000010,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000010.wav,low,bright,tonal,mixed,percussive,0.0497201532125473,0.1973268836736679,1818.132080078125,0.12749068439006805,0.06919359415769577
ccmusic-database_erhu_playing_tech_00000011,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000011.wav,mid,mid,tonal,stable,percussive,0.07995486259460449,0.19588354229927063,1595.531005859375,0.10411513596773148,0.04025521129369736
ccmusic-database_erhu_playing_tech_00000012,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000012.wav,low,dark,tonal,dynamic,mixed,0.02415495738387108,0.08853354305028915,1063.2586669921875,0.11946310847997665,0.1031697615981102
ccmusic-database_erhu_playing_tech_00000013,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000013.wav,low,bright,mixed,mixed,percussive,0.008512904867529869,0.21609368920326233,2011.82861328125,0.2765565812587738,0.06470131874084473
ccmusic-database_erhu_playing_tech_00000014,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000014.wav,low,bright,tonal,dynamic,percussive,0.07038189470767975,0.20526178181171417,2040.54931640625,0.1440020501613617,0.07660353928804398
ccmusic-database_erhu_playing_tech_00000015,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000015.wav,high,dark,tonal,stable,smooth,0.2419155240058899,0.0818609669804573,1149.7613525390625,0.06304306536912918,0.026705721393227577
ccmusic-database_erhu_playing_tech_00000016,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000016.wav,low,dark,tonal,stable,smooth,0.011327516287565231,0.04166839271783829,587.8846435546875,0.08884701132774353,0.038271840661764145
ccmusic-database_erhu_playing_tech_00000017,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000017.wav,high,dark,tonal,stable,smooth,0.3375732898712158,0.05808897316455841,955.8763427734375,0.057105500251054764,0.026861002668738365
ccmusic-database_erhu_playing_tech_00000018,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000018.wav,low,bright,mixed,stable,percussive,0.02333935722708702,0.2810888886451721,2612.820556640625,0.20893453061580658,0.05562710016965866
ccmusic-database_erhu_playing_tech_00000019,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000019.wav,high,dark,tonal,mixed,mixed,0.22663666307926178,0.09788374602794647,1146.89990234375,0.10276084393262863,0.06748316437005997
ccmusic-database_erhu_playing_tech_00000020,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000020.wav,low,bright,mixed,dynamic,percussive,0.006559382192790508,0.3358913064002991,2820.013671875,0.27015671133995056,0.08004961907863617
ccmusic-database_erhu_playing_tech_00000021,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000021.wav,high,mid,mixed,mixed,mixed,0.24602311849594116,0.1025536060333252,1319.625,0.1827153116464615,0.06805877387523651
ccmusic-database_erhu_playing_tech_00000022,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000022.wav,low,bright,mixed,dynamic,percussive,0.017435014247894287,0.24377083778381348,2221.974365234375,0.19293057918548584,0.13176973164081573
ccmusic-database_erhu_playing_tech_00000023,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000023.wav,low,bright,mixed,dynamic,percussive,0.01565801165997982,0.5301465392112732,3869.424072265625,0.22739234566688538,0.09236368536949158
ccmusic-database_erhu_playing_tech_00000024,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000024.wav,low,mid,tonal,mixed,percussive,0.013675335794687271,0.1554936170578003,1442.71533203125,0.13619986176490784,0.061885327100753784
ccmusic-database_erhu_playing_tech_00000025,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000025.wav,low,bright,tonal,stable,percussive,0.07531767338514328,0.20730306208133698,1737.3681640625,0.13401401042938232,0.021729156374931335
ccmusic-database_erhu_playing_tech_00000026,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000026.wav,high,mid,tonal,stable,smooth,0.2679356336593628,0.074400894343853,1207.186767578125,0.1370452642440796,0.05719810351729393
ccmusic-database_erhu_playing_tech_00000027,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000027.wav,low,bright,noisy,stable,percussive,0.004075138829648495,0.28133630752563477,2744.931640625,0.37153202295303345,0.041448917239904404
ccmusic-database_erhu_playing_tech_00000028,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000028.wav,low,bright,tonal,stable,percussive,0.023919222876429558,0.21504773199558258,1823.8477783203125,0.1108359843492508,0.05293310433626175
ccmusic-database_erhu_playing_tech_00000029,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000029.wav,high,mid,tonal,stable,percussive,0.22063443064689636,0.2149936854839325,1593.1754150390625,0.07006046175956726,0.024167500436306
ccmusic-database_erhu_playing_tech_00000030,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000030.wav,low,bright,tonal,dynamic,percussive,0.054362718015909195,0.18717890977859497,1991.154052734375,0.16813896596431732,0.0748431533575058
ccmusic-database_erhu_playing_tech_00000031,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000031.wav,mid,bright,tonal,mixed,percussive,0.08505186438560486,0.21189889311790466,1854.5589599609375,0.1119701936841011,0.06807892769575119
ccmusic-database_erhu_playing_tech_00000032,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000032.wav,low,bright,mixed,dynamic,percussive,0.06187914311885834,0.19251783192157745,1881.0166015625,0.26972755789756775,0.07459714263677597
ccmusic-database_erhu_playing_tech_00000033,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000033.wav,low,mid,tonal,dynamic,mixed,0.060811445116996765,0.1061713919043541,1258.2176513671875,0.12873870134353638,0.0825333222746849
ccmusic-database_erhu_playing_tech_00000034,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000034.wav,low,bright,noisy,dynamic,percussive,0.00486399233341217,0.2924072742462158,2695.026123046875,0.2914280593395233,0.07670316845178604
ccmusic-database_erhu_playing_tech_00000035,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000035.wav,low,bright,mixed,dynamic,percussive,0.005651574581861496,0.4270160496234894,3200.909423828125,0.27504658699035645,0.09753578901290894
ccmusic-database_erhu_playing_tech_00000036,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000036.wav,high,dark,tonal,stable,smooth,0.3675028383731842,0.07227077335119247,985.7559814453125,0.07702086865901947,0.047714006155729294
ccmusic-database_erhu_playing_tech_00000037,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000037.wav,low,mid,tonal,stable,percussive,0.022469570860266685,0.13609592616558075,1289.2196044921875,0.09870791435241699,0.03215351700782776
ccmusic-database_erhu_playing_tech_00000038,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000038.wav,low,bright,tonal,dynamic,percussive,0.033499669283628464,0.21870245039463043,1900.3704833984375,0.13245007395744324,0.07356097549200058
ccmusic-database_erhu_playing_tech_00000039,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000039.wav,mid,mid,tonal,stable,percussive,0.13031037151813507,0.17485970258712769,1681.9608154296875,0.14312288165092468,0.043414972722530365
ccmusic-database_erhu_playing_tech_00000040,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000040.wav,high,dark,tonal,stable,smooth,0.47560906410217285,0.06622904539108276,1097.6190185546875,0.08598235249519348,0.04973824694752693
ccmusic-database_erhu_playing_tech_00000041,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000041.wav,low,bright,mixed,stable,percussive,0.041455257683992386,0.1876104474067688,2339.376220703125,0.1779508739709854,0.050039373338222504
ccmusic-database_erhu_playing_tech_00000042,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000042.wav,low,bright,tonal,mixed,percussive,0.03451775014400482,0.2097357213497162,1883.6588134765625,0.13748955726623535,0.06548681110143661
ccmusic-database_erhu_playing_tech_00000043,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000043.wav,low,bright,mixed,stable,percussive,0.049160610884428024,0.16108281910419464,2273.677001953125,0.26008230447769165,0.05428212136030197
ccmusic-database_erhu_playing_tech_00000044,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000044.wav,low,mid,tonal,mixed,percussive,0.03926577419042587,0.16444642841815948,1598.3348388671875,0.16016346216201782,0.06416084617376328
ccmusic-database_erhu_playing_tech_00000045,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000045.wav,high,mid,mixed,stable,mixed,0.27662062644958496,0.1003786027431488,1256.5750732421875,0.17399632930755615,0.05534100532531738
ccmusic-database_erhu_playing_tech_00000046,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000046.wav,low,bright,noisy,dynamic,percussive,0.009340415708720684,0.42474183440208435,3868.33544921875,0.4433111846446991,0.08396389335393906
ccmusic-database_erhu_playing_tech_00000047,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000047.wav,low,bright,noisy,stable,percussive,0.009531489573419094,0.3952808380126953,3586.60009765625,0.7047739624977112,0.051122069358825684
ccmusic-database_erhu_playing_tech_00000048,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000048.wav,low,bright,tonal,stable,percussive,0.04198790714144707,0.21288026869297028,1848.53271484375,0.11503951996564865,0.02725771814584732
ccmusic-database_erhu_playing_tech_00000049,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000049.wav,low,dark,mixed,stable,smooth,0.005598954390734434,0.06818713247776031,1053.66943359375,0.17303122580051422,0.05699837952852249
ccmusic-database_erhu_playing_tech_00000050,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000050.wav,low,bright,mixed,mixed,percussive,0.025798670947551727,0.3494853079319,2918.739990234375,0.24966518580913544,0.06676652282476425
ccmusic-database_erhu_playing_tech_00000051,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000051.wav,low,bright,tonal,stable,percussive,0.04881049692630768,0.198842853307724,1869.1619873046875,0.11384093761444092,0.029544632881879807
ccmusic-database_erhu_playing_tech_00000052,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000052.wav,high,mid,mixed,mixed,mixed,0.33305633068084717,0.09297030419111252,1321.366455078125,0.17836472392082214,0.058060161769390106
ccmusic-database_erhu_playing_tech_00000053,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000053.wav,mid,dark,tonal,dynamic,smooth,0.1401185244321823,0.06035042181611061,779.3435668945312,0.11419152468442917,0.10340099781751633
ccmusic-database_erhu_playing_tech_00000054,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000054.wav,high,dark,tonal,stable,smooth,0.2875787615776062,0.08191899955272675,1016.6123657226562,0.0442376472055912,0.011377707123756409
ccmusic-database_erhu_playing_tech_00000055,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000055.wav,high,mid,mixed,dynamic,mixed,0.2713102102279663,0.0931318923830986,1407.958251953125,0.18073971569538116,0.07528737932443619
ccmusic-database_erhu_playing_tech_00000056,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000056.wav,high,dark,tonal,stable,smooth,0.2502259910106659,0.07705525308847427,1134.60400390625,0.0777800902724266,0.050725363194942474
ccmusic-database_erhu_playing_tech_00000057,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000057.wav,low,mid,tonal,stable,percussive,0.054710306227207184,0.18325307965278625,1592.4005126953125,0.10917461663484573,0.056686270982027054
ccmusic-database_erhu_playing_tech_00000058,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000058.wav,mid,bright,tonal,dynamic,percussive,0.10065460205078125,0.22957460582256317,2249.034423828125,0.12386970967054367,0.08459219336509705
ccmusic-database_erhu_playing_tech_00000059,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000059.wav,low,bright,mixed,dynamic,percussive,0.013767410069704056,0.2615531086921692,2451.40673828125,0.23252004384994507,0.08957196772098541
ccmusic-database_erhu_playing_tech_00000060,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000060.wav,mid,bright,tonal,mixed,percussive,0.10601601004600525,0.22453320026397705,2353.7724609375,0.11882185935974121,0.06968949735164642
ccmusic-database_erhu_playing_tech_00000061,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000061.wav,low,mid,tonal,stable,percussive,0.027715256437659264,0.2141389548778534,1606.4498291015625,0.10619466751813889,0.011285895481705666
ccmusic-database_erhu_playing_tech_00000062,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000062.wav,high,dark,tonal,mixed,smooth,0.250212162733078,0.05635359138250351,878.7958984375,0.11515478789806366,0.06468694657087326
ccmusic-database_erhu_playing_tech_00000063,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000063.wav,high,dark,tonal,stable,smooth,0.25127023458480835,0.07144785672426224,1176.834228515625,0.11214037239551544,0.03905371204018593
ccmusic-database_erhu_playing_tech_00000064,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000064.wav,high,mid,tonal,mixed,mixed,0.27678361535072327,0.09717608243227005,1296.697265625,0.097748763859272,0.06095348298549652
ccmusic-database_erhu_playing_tech_00000065,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000065.wav,low,bright,tonal,dynamic,percussive,0.014643427915871143,0.21426944434642792,1900.7626953125,0.16028521955013275,0.08169806003570557
ccmusic-database_erhu_playing_tech_00000066,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000066.wav,low,bright,tonal,dynamic,percussive,0.03403738513588905,0.1856164038181305,1851.7823486328125,0.1344195157289505,0.09355011582374573
ccmusic-database_erhu_playing_tech_00000067,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000067.wav,low,mid,tonal,stable,percussive,0.0303072277456522,0.15862314403057098,1504.1763916015625,0.11817903071641922,0.039530497044324875
ccmusic-database_erhu_playing_tech_00000068,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000068.wav,high,mid,tonal,stable,mixed,0.17798897624015808,0.09301701933145523,1479.8594970703125,0.11493534594774246,0.03025679849088192
ccmusic-database_erhu_playing_tech_00000069,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000069.wav,high,mid,tonal,stable,mixed,0.30115050077438354,0.10293693840503693,1198.6014404296875,0.10232366621494293,0.03270004689693451
ccmusic-database_erhu_playing_tech_00000070,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000070.wav,low,bright,tonal,stable,percussive,0.030111253261566162,0.1903640329837799,1744.973388671875,0.13562411069869995,0.04480454698204994
ccmusic-database_erhu_playing_tech_00000071,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000071.wav,high,mid,mixed,mixed,mixed,0.20591497421264648,0.09983814507722855,1301.0347900390625,0.1879061609506607,0.06324901431798935
ccmusic-database_erhu_playing_tech_00000072,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000072.wav,mid,mid,mixed,dynamic,percussive,0.07956536114215851,0.15217886865139008,1511.1663818359375,0.22378528118133545,0.08209854364395142
ccmusic-database_erhu_playing_tech_00000073,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000073.wav,low,mid,mixed,dynamic,percussive,0.012205385603010654,0.15099167823791504,1571.63720703125,0.24758568406105042,0.0879325270652771
ccmusic-database_erhu_playing_tech_00000074,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000074.wav,high,dark,tonal,dynamic,smooth,0.20838052034378052,0.07956183701753616,1015.440185546875,0.12263607978820801,0.07163383066654205
ccmusic-database_erhu_playing_tech_00000075,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000075.wav,high,dark,tonal,stable,smooth,0.2777789235115051,0.06957373023033142,1124.4056396484375,0.08070062100887299,0.05092907324433327
ccmusic-database_erhu_playing_tech_00000076,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000076.wav,high,dark,tonal,dynamic,mixed,0.30909839272499084,0.10141364485025406,1087.9368896484375,0.0981375202536583,0.11627691239118576
ccmusic-database_erhu_playing_tech_00000077,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000077.wav,low,bright,tonal,stable,percussive,0.012614107690751553,0.19623298943042755,1945.585205078125,0.15537403523921967,0.043465595692396164
ccmusic-database_erhu_playing_tech_00000078,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000078.wav,low,mid,tonal,stable,percussive,0.06325789541006088,0.18509282171726227,1682.623779296875,0.12372785061597824,0.04138577729463577
ccmusic-database_erhu_playing_tech_00000079,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000079.wav,high,mid,tonal,dynamic,mixed,0.1999843269586563,0.08971492201089859,1290.0614013671875,0.16489259898662567,0.1007092297077179
ccmusic-database_erhu_playing_tech_00000080,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000080.wav,low,mid,tonal,stable,percussive,0.04291544854640961,0.18011534214019775,1594.4501953125,0.11281818896532059,0.020737839862704277
ccmusic-database_erhu_playing_tech_00000081,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000081.wav,low,mid,tonal,dynamic,percussive,0.06115050986409187,0.15100906789302826,1316.3773193359375,0.12105555832386017,0.07286243885755539
ccmusic-database_erhu_playing_tech_00000082,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000082.wav,low,mid,tonal,stable,percussive,0.05824734643101692,0.18511681258678436,1663.74365234375,0.13700447976589203,0.050244905054569244
ccmusic-database_erhu_playing_tech_00000083,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000083.wav,high,dark,tonal,dynamic,smooth,0.2582598924636841,0.06561428308486938,892.72216796875,0.07851103693246841,0.0759308785200119
ccmusic-database_erhu_playing_tech_00000084,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000084.wav,mid,bright,mixed,stable,percussive,0.10251312702894211,0.1949465572834015,1785.6700439453125,0.19632723927497864,0.04402425140142441
ccmusic-database_erhu_playing_tech_00000085,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000085.wav,low,bright,tonal,dynamic,percussive,0.06897493451833725,0.2584517002105713,2456.324951171875,0.16388772428035736,0.08423714339733124
ccmusic-database_erhu_playing_tech_00000086,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000086.wav,high,dark,tonal,mixed,smooth,0.23681862652301788,0.06363251805305481,1061.767822265625,0.08752139657735825,0.06864945590496063
ccmusic-database_erhu_playing_tech_00000087,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000087.wav,low,bright,mixed,dynamic,percussive,0.011887392029166222,0.5523138642311096,3832.294189453125,0.27394941449165344,0.1115059107542038
ccmusic-database_erhu_playing_tech_00000088,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000088.wav,low,bright,noisy,stable,percussive,0.0046340422704815865,0.3240509033203125,2832.29345703125,0.3298228979110718,0.03834637627005577
ccmusic-database_erhu_playing_tech_00000089,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000089.wav,low,mid,tonal,stable,percussive,0.05084802210330963,0.19558431208133698,1642.0477294921875,0.1201758161187172,0.019050387665629387
ccmusic-database_erhu_playing_tech_00000090,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000090.wav,high,dark,tonal,stable,smooth,0.4020509123802185,0.06734611093997955,910.91259765625,0.054297272115945816,0.022533869370818138
ccmusic-database_erhu_playing_tech_00000091,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000091.wav,low,mid,tonal,mixed,mixed,0.05278563126921654,0.10611643642187119,1249.7672119140625,0.16489873826503754,0.06948002427816391
ccmusic-database_erhu_playing_tech_00000092,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000092.wav,mid,dark,tonal,dynamic,smooth,0.11018431186676025,0.054504163563251495,903.8179321289062,0.15617649257183075,0.0953473374247551
ccmusic-database_erhu_playing_tech_00000093,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000093.wav,high,mid,tonal,dynamic,mixed,0.29094961285591125,0.1048264428973198,1206.1494140625,0.1380055993795395,0.1257130354642868
ccmusic-database_erhu_playing_tech_00000094,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000094.wav,low,bright,mixed,dynamic,percussive,0.0058878520503640175,0.3325307071208954,2894.071044921875,0.2784886956214905,0.0756273940205574
ccmusic-database_erhu_playing_tech_00000095,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000095.wav,low,bright,noisy,stable,percussive,0.003683592425659299,0.38885074853897095,3142.925048828125,0.31343263387680054,0.05693070590496063
ccmusic-database_erhu_playing_tech_00000096,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000096.wav,low,bright,noisy,dynamic,percussive,0.005256342235952616,0.17043940722942352,1750.8861083984375,0.2933134138584137,0.08426690101623535
ccmusic-database_erhu_playing_tech_00000097,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000097.wav,high,dark,tonal,stable,smooth,0.26091402769088745,0.07140491902828217,1034.851318359375,0.0491415336728096,0.010321027599275112
ccmusic-database_erhu_playing_tech_00000098,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000098.wav,low,bright,mixed,dynamic,percussive,0.0205681174993515,0.2508024573326111,2541.211669921875,0.24461612105369568,0.08134564757347107
ccmusic-database_erhu_playing_tech_00000099,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000099.wav,low,mid,tonal,mixed,percussive,0.04883050546050072,0.13555458188056946,1491.098876953125,0.1233639046549797,0.06166251003742218
ccmusic-database_erhu_playing_tech_00000100,china,E:\Desktop\Echo\storage\public\routeA_phase2_cn\china\audio\ccmusic-database_erhu_playing_tech_00000100.wav,low,bright,tonal,mixed,percussive,0.04241947829723358,0.20278221368789673,1741.174072265625,0.12235301733016968,0.05859572812914848
